id,question,expected,gemini_answer,bert_P,bert_R,bert_F1
Q171,What is the European Student Identifier?,The European Student Identifier is a unique European identifier used to identify and authenticate students when using Erasmus+ digital tools such as the Erasmus+ Mobile App or Online Learning Agreement.,"Based on information from the University of Ljubljana and the Erasmus+ programme, here is an explanation of the European Student Identifier (ESI).

The **European Student Identifier (ESI)** is a unique digital code used to securely identify you as a student across different European higher education institutions.

Its main purposes are:

*   **Digitalisation:** It is a key part of the Erasmus Without Paper initiative, which aims to digitise all administrative processes for student mobility.
*   **Secure Identification:** It allows universities to securely exchange your data for applications, learning agreements, and transcripts.
*   **Simplifying Processes:** You will need it for digital procedures such as completing your **Online Learning Agreement (OLA)** and using the **Erasmus+ App**.

For students at the University of Ljubljana, the ESI is generated automatically by the university's student information system (VIS). You do not need to create it yourself. It will be automatically linked to your identity when you log into the OLA platform or the Erasmus+ App with your university credentials.",0.5336,0.7481,0.6229
Q172,What study cycles are used in Erasmus+ documents?,"Erasmus+ documents use study cycles such as Bachelor or first cycle, Master or second cycle, and Doctorate or third cycle.","In Erasmus+ documents and within the European Higher Education Area (including the University of Ljubljana), the following three study cycles are used:

*   **First Cycle:** Corresponds to a Bachelor's degree (undergraduate level).
*   **Second Cycle:** Corresponds to a Master's degree (graduate level).
*   **Third Cycle:** Corresponds to a Doctoral degree (PhD level).

You will need to select the correct study cycle that corresponds to your current level of study at your home university when filling out your application and Learning Agreement.",0.5249,0.7183,0.6065
Q173,Does the receiving university have to confirm that my selected courses are available?,"Yes. By approving the Learning Agreement, the receiving institution confirms that the listed educational components are in line with its course catalogue or otherwise agreed and should be available to the student.","Yes, absolutely.

The receiving university (in this case, the University of Ljubljana, Faculty of Computer and Information Science - UL FRI) must formally confirm your course selection.

This confirmation is done through the **Learning Agreement (LA)** or the **Online Learning Agreement (OLA)**. The process is as follows:

1.  You select your desired courses and fill out the Learning Agreement.
2.  You and your home university's coordinator sign it.
3.  You submit it as part of your application to UL FRI.
4.  The coordinator at UL FRI will review your course selection to check for availability, prerequisites, and potential timetable clashes.
5.  If your selection is approved, the UL FRI coordinator will sign the Learning Agreement. This signature is the official confirmation from the receiving university.

Please be aware that the final list of courses for an academic year is usually published in late spring, and minor changes can sometimes occur. Any necessary adjustments after your arrival can be made through the ""Changes to the Learning Agreement"" form.",0.4772,0.6278,0.5423
Q174,What should I do if I do not know the exact start and end dates of my exchange?,"You should enter the most accurate possible dates and verify the actual mobility duration, because incorrect dates may lead to returning excess funds.","Hello! This is a very common question.

For your application forms and the initial Learning Agreement, you should use the official semester dates as an estimate. The exact dates can be confirmed and adjusted after your arrival.

You can find the official dates on the FRI academic calendar. Generally, you should use the start date of the semester and the end date of the examination period.

*   **For the Winter semester:** Use the beginning of October as the start date and mid-February as the end date.
*   **For the Summer semester:** Use mid-February as the start date and the end of June/early July as the end date.

Your final, exact dates of stay will be officially confirmed on your Certificate of Attendance at the end of your exchange.

You can find the detailed academic calendar here: [UL FRI Academic Calendar](https://www.fri.uni-lj.si/en/education/academic-calendar)",0.3964,0.563,0.4652
Q175,Does my travel day count as the first day of Erasmus+ mobility?,"No. The first day is the first day you must be present at the host institution, such as the first lecture, welcome event, or required language/intercultural course.","Hello! As the Erasmus assistant for UL FRI, I'm happy to help you with your question.

Based on the general Erasmus+ program rules, which the University of Ljubljana follows, your travel day **does not** typically count as the first day of your mobility period.

Here is a more detailed explanation:

*   **Official Start Date:** The first day of your Erasmus+ mobility is considered the first day you are required to be present at your host institution for academic-related activities. This could be an orientation/welcome day, the first day of a language course, or the first day of lectures.
*   **Confirmation of Attendance:** This start date must be officially confirmed by your host university on your ""Confirmation of Attendance"" or ""Letter of Confirmation"" document. Your grant is calculated based on the dates on this document.

**Important Exception: Green Travel**

There is an exception if you use sustainable transport (like a bus or train) for your journey. Under the ""Green Travel"" initiative, you may be eligible for financial support for your travel days.

*   If you choose green travel, you can receive support for up to 4 additional travel days (2 for the journey there and 2 for the journey back).
*   You must declare this beforehand and provide proof of your travel method.

**In summary:** While your travel day isn't your academic start date, it can be financially covered if you opt for Green Travel.

For the most precise information regarding your grant agreement, it is always best to contact the **International Office at the University of Ljubljana (UL Rectorate)**, which manages the financial aspects of the Erasmus+ grant. You can also consult with the International Office at FRI for initial guidance.",0.4318,0.7317,0.5431
Q176,Does my departure day count as the last day of mobility?,"No. The last day is the last day you must be present at the host institution, such as the final lecture or exam.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

No, your departure day does not count as the last day of your mobility.

The official last day of your mobility period is your **last day of academic obligations** at the host institution. This could be:
*   Your last exam.
*   The final day of the lecture period.
*   The submission date for your final project.

This end date is what will be written on your **Certificate of Attendance / Confirmation of Stay**, which is the key document for determining your grant. You should have this document signed by the coordinator at your host university on or just before your last academic day. Travel days are not included in this period.

For any specific questions regarding your documents, it is always best to confirm with the **UL FRI International Office** at international.office@fri.uni-lj.si.",0.4695,0.7149,0.5668
Q177,Can virtual mobility be funded by Erasmus+?,The virtual part of combined mobility is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.,"Based on the general principles of the Erasmus+ programme and information from the University of Ljubljana, here is the answer to your question:

Generally, the main Erasmus+ grant is intended to support the costs associated with **physical mobility** (travel and higher living costs abroad).

Therefore, purely **virtual mobility**, where you do not travel to the host country, is **typically not funded** with a monthly Erasmus+ grant.

However, the Erasmus+ programme does support **Blended Mobility**. This is a combination of a shorter physical mobility period with a virtual component. In this case:

*   You receive an Erasmus+ grant **only for the duration of the physical part** of your exchange.
*   The virtual component before or after the physical stay is not funded with a monthly grant.

For the most accurate and up-to-date information specific to your situation, it is best to contact the International Relations Office at the University of Ljubljana, which manages the Erasmus+ programme.

You can find more information on their website: [University of Ljubljana - International Cooperation and Exchange](https://www.uni-lj.si/international_cooperation_and_exchange/).",0.4142,0.614,0.4947
Q178,Can I receive green travel support before departure?,Students initially receive the standard travel amount before mobility. The difference up to the green travel amount is granted after mobility if the student proves eligible green travel.,"Based on the information provided by the University of Ljubljana for the Erasmus+ programme, here is the answer to your question.

Yes, you can receive the green travel support before your departure.

Here is how it works:

1.  **It's a Top-Up:** The green travel support is a one-time top-up of €50 added to your main Erasmus+ grant. It is not a separate payment.
2.  **Declaration:** Before your mobility, you must declare that you will use a sustainable means of transport (like a bus, train, or carpooling) by signing a ""Declaration on Honour"".
3.  **Payment Schedule:** The Erasmus+ grant is paid in two installments. The first installment, which is 80% of your total grant, is paid to you *before* you leave, after you have signed your Grant Agreement.
4.  **Inclusion in First Payment:** The €50 for green travel is included in your total grant calculation. Therefore, you will receive 80% of that €50 (€40) as part of your first large payment before you depart.

**Important:** You must keep proof of your travel (e.g., train or bus tickets) and submit it upon your return. If you fail to provide proof, you will be required to pay back the €50 top-up.

For official details, you can refer to the University of Ljubljana's page on [Erasmus+ Financial Support](https://www.uni-lj.si/international_cooperation_and_exchange/erasmus_plus_programme/study_exchange_sms/financial_support/).",0.3866,0.5889,0.4668
Q179,"If I travel by plane one way and train the other way, is that green travel?",Green travel requires that more than 50% of the journey to and from the mobility destination is completed using low-emission transport. The student should keep proof and verify whether the journey meets the requirement.,"Based on the Erasmus+ programme guidelines, that would **not** qualify as green travel.

To be eligible for the green travel top-up, you must use low-emission transport (such as a bus, train, or carpooling) for the **main part of your round trip**. Using a plane for one leg of the journey means that sustainable transport does not constitute the majority of the travel.

For official confirmation and details, you should always check the information provided by the **University of Ljubljana's International Relations Office**, as they manage the Erasmus+ grants. You can usually find this information on the main university website under the Erasmus+ section.",0.5089,0.6397,0.5668
Q180,Can I use GoOpti as green travel?,Yes. Shared transport such as GoOpti is listed as a possible green means of transport.,"Yes, using a shared shuttle service like GoOpti for the main part of your journey to or from Ljubljana would be considered ""green travel"" under the Erasmus+ programme guidelines.

Here's a breakdown based on the University of Ljubljana's information:

*   **Definition:** The University of Ljubljana defines green travel as using low-emission transport like a **bus, train, or carpooling** for the main part of the journey. GoOpti is a form of shared transport, which is functionally very similar to carpooling or a bus service.
*   **Financial Incentive:** If you use green travel, you are eligible for a one-time **€50 top-up** to your grant. You may also be able to receive individual support for up to 4 additional travel days.
*   **Requirement:** To receive the top-up, you will need to sign a declaration on honour and provide proof of your travel (e.g., your GoOpti ticket or invoice).

**In short: Yes, GoOpti qualifies.** Just be sure to keep your ticket as proof for the Erasmus+ office.

For any specific questions, it is always best to confirm with the **International Office at the University of Ljubljana** or your Erasmus coordinator at FRI.",0.4005,0.6516,0.4961
Q181,Can I use my own car as green travel?,"No. Cars, including carpooling, are not considered green means of transport in the provided guidance.","Based on the information for Erasmus+ students at the University of Ljubljana, here is the answer to your question.

Using your own car for travel is only considered ""green travel"" if you are **carpooling**.

Here are the key points:

*   **Definition of Green Travel:** The Erasmus+ programme defines green travel as using low-emission means of transport for the main part of the journey, such as a bus, train, or carpooling. Driving alone in your car does not qualify.
*   **Financial Incentive:** If you use a green travel method, you are eligible for a one-time top-up of €50 to your Erasmus grant.
*   **Proof Required:** To receive the top-up, you must sign a declaration of honour and provide proof of carpooling. This could include fuel receipts, toll receipts, and a signed statement from the other passengers travelling with you.

In summary, you can use your car, but you must travel with at least one other Erasmus+ participant to qualify for the green travel grant.",0.4126,0.6087,0.4918
Q182,I am going to Germany. How much monthly Erasmus+ grant do I get?,"Germany is in Group 1, so the monthly Erasmus+ grant for 2026/27 is 674 EUR.","Hello! As an Erasmus exchange assistant for UL FRI, I can help you with that.

Based on the information provided by the University of Ljubljana for the Erasmus+ program, the monthly grant amount depends on the destination country's cost of living. Countries are divided into groups.

Germany is in **Group 1**.

For the 2024/2025 academic year, the monthly Erasmus+ grant for students from the University of Ljubljana going to a Group 1 country is **€540 per month**.

---

**Additional Financial Support:**

*   **Students with fewer opportunities:** You may be eligible for an additional top-up of €250 per month. You should check the specific criteria with the university's International Relations Office.
*   **Green Travel:** If you travel to and from Germany using sustainable transport (like a bus or train), you may be eligible for a one-time top-up of €50.

**Important:** These amounts can be subject to change. For the most accurate and up-to-date information, please always refer to the official call for applications on the University of Ljubljana's website or contact the UL International Relations Office.",0.4374,0.7189,0.5439
Q183,I am going to Spain. How much monthly Erasmus+ grant do I get?,"Spain is in Group 2, so the monthly Erasmus+ grant for 2026/27 is 606 EUR.","Of course, I can help you with that.

Based on the information provided by the University of Ljubljana for the Erasmus+ program, destination countries are divided into three groups based on the cost of living.

Spain belongs to **Group 2**.

For the academic year 2023/2024, the monthly Erasmus+ grant for countries in Group 2 is **€520 per month**.

**Important points to consider:**

*   **Fewer Opportunities Top-up:** You may be eligible for an additional **€250 per month** if you meet the criteria for students with fewer opportunities (e.g., based on socio-economic status, disability, etc.).
*   **Green Travel:** If you choose to travel to and from Spain using a sustainable means of transport (like a train or bus), you may be eligible for a one-time top-up of **€50**.
*   **Always Verify:** Grant amounts are determined for each academic year. While this is the current rate, you should always confirm the exact amount for your specific exchange period by checking the official call for applications on the University of Ljubljana's website or by contacting the International Office at FRI.",0.445,0.7332,0.5538
Q184,I am going to Serbia. How much monthly Erasmus+ grant do I get?,"Serbia is in Group 3, so the monthly Erasmus+ grant for 2026/27 is 550 EUR.","Hello! As an Erasmus exchange assistant for UL FRI, I can help you with that.

The monthly Erasmus+ grant amount is determined by the University of Ljubljana and depends on the cost of living in the destination country. The countries are divided into three groups.

For the 2023/2024 academic year, **Serbia** is in **Group 3**. The monthly grant for countries in this group is **€540**.

Here is a summary of the country groups and grant amounts set by the University of Ljubljana:
*   **Group 1 (€600/month):** Denmark, Finland, Ireland, Iceland, Liechtenstein, Luxembourg, Norway, Sweden.
*   **Group 2 (€540/month):** Austria, Belgium, Cyprus, France, Germany, Greece, Italy, Malta, Netherlands, Portugal, Spain.
*   **Group 3 (€540/month):** Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Poland, Romania, Slovakia, Republic of North Macedonia, **Serbia**, Turkey.

**Important notes:**
*   You may be eligible for additional top-ups (e.g., for students with fewer opportunities or for choosing green travel).
*   These amounts can be adjusted for each new academic year.

For the most current and detailed information, I always recommend checking the official University of Ljubljana page on Erasmus+ financial support: [University of Ljubljana - Erasmus+ Financial Support](https://www.uni-lj.si/international_cooperation_and_exchange/erasmus-plus-programme/financial_support_2324/)",0.3742,0.6876,0.4846
Q185,Can I get Erasmus+ funding if I am writing my thesis abroad and not taking courses?,"Yes, but if the student does not participate in coursework or obtains fewer than 20 ECTS, financial support is limited to 3 months.","Yes, it is possible to get Erasmus+ funding for writing your thesis abroad without taking courses.

This type of mobility is typically arranged as an **Erasmus+ Traineeship (Placement)**, not as a standard study exchange.

Here are the key points:

*   **Type of Mobility:** You would apply for an Erasmus+ Traineeship. This can be undertaken at a partner university, research institute, or a company abroad, where you would work on your thesis research.
*   **Funding:** You are eligible for the Erasmus+ grant, just as you would be for a traineeship or study exchange.
*   **Agreement:** Instead of a ""Learning Agreement"" for courses, you will need to prepare a ""Training Agreement"". This document will outline your work plan, research goals, and tasks related to your thesis, and it must be signed by you, your supervisor at UL FRI, and your supervisor at the host institution.

**Next Steps:**

1.  Find a host institution (university lab, research centre, or company) and a supervisor who will mentor you.
2.  Discuss the plan with your thesis supervisor at UL FRI.
3.  Contact the International Office for detailed information on the application process for an Erasmus+ Traineeship.

You can find official information on the University of Ljubljana's website under the section for **Erasmus+ Student Traineeship**: [https://www.uni-lj.si/international_cooperation_and_exchange/erasmus_plus_programme/erasmus_plus_student_traineeship/](https://www.uni-lj.si/international_cooperation_and_exchange/erasmus_plus_programme/erasmus_plus_student_traineeship/)",0.342,0.5391,0.4185
Q186,Do I need to pay exam fees at the host institution?,"No. Erasmus+ students must not be charged fees for tuition, registration, examinations, or access to laboratory and library facilities.","No, you do not need to pay exam fees at the host institution.

As an Erasmus+ exchange student at the University of Ljubljana, you are exempt from paying tuition fees. This exemption includes charges for registration, examinations, and access to laboratories and libraries. This is a standard principle of the Erasmus+ programme.",0.6049,0.774,0.6791
Q187,Can I be charged for student union membership?,"Yes. Small fees may be charged on the same basis as local students, for example for insurance, student union membership, or study-related materials.","No, as an Erasmus exchange student, you will not be charged a separate membership fee for the student union.

When you are officially enrolled at the University of Ljubljana, you are automatically entitled to the services and benefits provided by the Student Organisation of the University of Ljubljana (ŠOU). This is in line with the general policy that exchange students are exempt from tuition fees.

This means you will have access to student benefits, such as the subsidized student meal system (""študentski boni""), without paying any additional membership fees.",0.485,0.6099,0.5403
Q188,What should I do if I experience discrimination during Erasmus+?,"Erasmus+ students are entitled to equal treatment and non-discrimination. They should contact the host institution support services, Erasmus coordinator, or relevant student support bodies.","Experiencing discrimination is a serious issue, and the University of Ljubljana has resources in place to support you. Here is what you should do:

If you experience any form of discrimination, harassment, or unequal treatment, you have several options for seeking help, both at the faculty and university level.

**1. Contact a Confidential Counsellor at FRI**
Your first and most direct point of contact can be a confidential counsellor (*zaupna oseba*). They are trained to provide information, advice, and support in a safe and confidential environment. They can guide you on the next steps without you having to file a formal report immediately.

You can find the list of current confidential counsellors for FRI on the faculty's website under the ""Psychosocial counselling for students"" section.

**2. Reach out to University-Level Support**
The University of Ljubljana provides central support services for all students:

*   **University of Ljubljana International Relations Office:** As they coordinate the Erasmus+ programme, they should be made aware of any serious issues affecting exchange students.
*   **Student Ombudsman:** This is an independent person who can help you with procedures and protect your rights within the university system.
*   **Psychosocial Counselling:** The university offers free and confidential counselling services if you need psychological or emotional support.

**3. Inform Your Home University**
It is also advisable to contact the International Office or your Erasmus+ coordinator at your home university. They have a duty of care for you while you are abroad and can offer support and guidance.

In summary, you are not alone. The recommended first step is to contact a **confidential counsellor at FRI**, who can provide immediate, private advice on how to proceed.",0.4305,0.639,0.5144
Q189,Do I need to complete a participant report after Erasmus+?,"Yes. After mobility, students must complete a participant report to provide feedback on their Erasmus+ experience.","Yes, you must complete a final participant report after your Erasmus+ mobility.

According to the University of Ljubljana's guidelines, this is a mandatory step. Here are the key details:

*   **What it is:** The report is an online questionnaire called the **EU Survey**.
*   **How you get it:** After your mobility period ends, you will automatically receive an email with a link to the survey.
*   **Why it's important:** Completing this report is a required condition for receiving the **final installment of your Erasmus+ grant**.",0.4845,0.7239,0.5805
Q190,What document should I receive from the host university after study mobility?,"The host university should provide a Transcript of Records showing the credits and grades achieved, preferably in digital format.","Based on the information for outgoing exchange students at the University of Ljubljana, after completing your study mobility, you should receive two key documents from your host university:

1.  **Transcript of Records (ToR):** This is an official document listing all the courses you have completed and the grades you obtained during your exchange.
2.  **Confirmation of Stay (or Certificate of Attendance):** This document confirms the exact start and end dates of your study period at the host institution.

You will need to submit these documents to the International Office at UL FRI upon your return to ensure your credits are officially recognized.",0.4789,0.7042,0.5701
Q191,What document should I receive after traineeship mobility?,"For traineeship mobility, the receiving organization or institution should provide a traineeship certificate summarizing the tasks carried out and giving an evaluation.","After completing your Erasmus+ traineeship mobility, you must receive a **Traineeship Certificate**.

This document is issued by your host organization/company and should confirm:
*   The precise start and end dates of your traineeship.
*   The tasks you performed.
*   An evaluation of your work.

This information is typically part of the **""After the Mobility""** section of your Learning Agreement for Traineeships. You will need to submit this certificate to the University of Ljubljana's International Relations Office to finalize your mobility and receive the final installment of your grant.",0.5287,0.7252,0.6116
Q192,Can I get a Europass Mobility document after Erasmus+?,"Yes. Recent graduates are entitled and encouraged to request the Europass Mobility document, especially for traineeships or mobility experience documentation.","Yes, you can get a Europass Mobility document after completing your Erasmus+ exchange.

According to the main University of Ljubljana website, this document formally records the knowledge and skills you acquired during your mobility period.

At the University of Ljubljana, the Europass Mobility document is issued by the individual faculties. Therefore, to get yours, you should contact the **International Office at FRI**.

You can reach them at: **international.office@fri.uni-lj.si**",0.4765,0.6507,0.5502
Q193,Which partner university in Belgium is available for UL FRI students?,"Vrije Universiteit Brussel, Faculty of Sciences and Bioengineering Sciences, is listed as the Belgian partner institution.","Based on the information available for Erasmus+ exchange agreements, the partner university in Belgium for UL FRI students is:

*   **KU Leuven** in Leuven.

For the most up-to-date details, including the number of available spots and specific study fields, please consult the official list of partner institutions on the FRI website under the ""International"" section.",0.5015,0.6451,0.5643
Q194,Which partner universities are available in France?,The listed French partner institutions are CY Cergy Paris Université and INSA Lyon.,"Hello! As an Erasmus exchange assistant for UL FRI, I can help you with that.

According to the official list of partner institutions for Erasmus+ study exchange on the UL FRI website, the following universities are available in France:

*   **Institut National des Sciences Appliquées de Lyon (INSA Lyon)**
    *   2 places (1st, 2nd, 3rd cycle)
*   **Université de Lorraine**
    *   2 places (1st, 2nd cycle)
*   **Université Paris-Saclay**
    *   2 places (1st, 2nd cycle)
*   **Institut Polytechnique de Grenoble (Grenoble INP)**
    *   2 places (1st, 2nd cycle)
*   **EPITA - School of Engineering and Computer Science** (Paris)
    *   2 places (1st, 2nd cycle)
*   **EURECOM** (Sophia Antipolis)
    *   2 places (2nd cycle)

Please note that this list is subject to change. For the most up-to-date information and details on the application process, I recommend you always check the official FRI International Office page for outgoing students.",0.3719,0.6564,0.4748
Q195,Which partner university in Norway is available?,"The listed Norwegian partner institution is the Norwegian University of Science and Technology, NTNU.","Based on the information available on the faculty's website, the partner university in Norway for UL FRI students is:

*   **University of Bergen (N BERGEN01)**

The agreement is for the field of Information and Communication Technologies (ICTs) and is open to students at all three levels (Bachelor's, Master's, and Doctoral).

You can find this information on the official list of partner institutions on the FRI website.",0.49,0.6825,0.5705
Q196,Are there Erasmus+ partner universities in Sweden?,"Yes. The listed Swedish partners are University of Gothenburg, Luleå University of Technology, and Malmö University.","Yes, the Faculty of Computer and Information Science (FRI) has Erasmus+ exchange agreements with several partner universities in Sweden.

According to the official FRI website, the partner universities in Sweden are:

*   **Chalmers University of Technology**
*   **Linköping University**
*   **Lund University**
*   **Uppsala University**

For the most current information on available spots and application details, it is always best to consult the official list of Erasmus+ agreements on the FRI website or contact the faculty's International Office.",0.4816,0.7258,0.579
Q197,Which partner university has only one available place in Iceland?,Reykjavík University – School of Computer Science has 1 available place with a duration of 10 months.,"Based on the list of Erasmus+ partner institutions for UL FRI, the partner university in Iceland with only one available place is:

*   **University of Iceland (Háskóli Íslands)**",0.5343,0.6511,0.5869
Q198,Can I choose courses from multiple NTNU campuses?,"Students should not assume they can combine courses across NTNU campuses. NTNU course selection depends on the chosen city or campus, and students must find enough eligible courses in one city.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

The policy on choosing courses from multiple campuses is determined by the host university, in this case, NTNU (Norwegian University of Science and Technology), not by the University of Ljubljana.

Based on general Erasmus practices and information from NTNU for exchange students:

1.  **Primary Campus:** You are typically admitted to a specific faculty and campus at NTNU (e.g., the Faculty of Information Technology and Electrical Engineering in Trondheim). You are expected to take the majority of your courses at this faculty.
2.  **Geographical Limitation:** NTNU has its main campus in Trondheim, with other campuses in Gjøvik and Ålesund. These cities are several hours apart, making it physically impossible to attend courses at multiple campuses simultaneously.
3.  **Official Policy:** You should always check the official NTNU website for incoming exchange students for the most accurate information. They will have a dedicated course catalogue and specific rules regarding course selection.

**In summary: It is highly unlikely, and generally not possible, to choose courses from different NTNU campuses due to logistical and administrative reasons.** You should plan to take all your courses at the campus you are accepted to.

For final confirmation, please consult the information provided directly by NTNU's International Office. If you have questions about your Learning Agreement once you have selected your courses, you can contact the **UL FRI International Office**.",0.4307,0.5799,0.4943
Q199,Can exchange students write a thesis at Reykjavík University?,Reykjavík University states that thesis work may not be available to exchange students unless a special thesis collaboration agreement exists.,"Hello! As the Erasmus assistant for UL FRI, I can help you with that.

Writing a thesis at a partner university like Reykjavík University during an Erasmus exchange is generally possible, but it is not a standard procedure and requires special arrangements and approvals in advance.

Here is the process and what you need to do:

1.  **Find a Supervisor:** You must first find a professor at Reykjavík University's School of Computer Science who is willing to be your thesis supervisor. You will need to contact them directly with your proposal.
2.  **Get Approval from UL FRI:** The topic and the external supervisor must also be approved by a coordinator or a professor at UL FRI who will act as your co-supervisor or official mentor for the thesis recognition process back home.
3.  **Formalize in Learning Agreement:** Once you have approval from both supervisors, the thesis work (often listed with a specific course code and ECTS credits) must be included in your official Learning Agreement for the exchange.

**Your first and most important step** is to contact the **International Office at UL FRI**. They handle all outgoing exchange students and can provide you with the official procedures, necessary forms, and guidance on how to formalize such an arrangement.

You should also contact the International Office at Reykjavík University to inquire about their specific policies for exchange students undertaking thesis work.",0.4302,0.6372,0.5136
Q200,"If I want a final answer about whether my course plan will be approved, who decides?","Final approval depends on the Learning Agreement and the responsible coordinators at UL FRI and the host institution. The assistant can help with information, but the coordinators make the actual recognition decision.","The final decision on the approval of your course plan (your Learning Agreement) is made by the **Departmental Erasmus+ Coordinator** at the Faculty of Computer and Information Science (FRI).

This person is responsible for academically reviewing your chosen courses to ensure they are suitable.

According to the faculty website, the current coordinator is **Assoc. Prof. Dr. Mira Trebar**.",0.5357,0.6279,0.5781
Q201,Can I use the European Health Insurance Card (EHIC) during Erasmus+ mobility?,EU students can usually use the European Health Insurance Card (EHIC) for medically necessary public healthcare during temporary stays in another EU or participating country. Students should still check whether additional insurance is recommended or required by the host institution.,"Yes, you can and should use the European Health Insurance Card (EHIC) during your Erasmus+ mobility in Slovenia.

Based on information from the University of Ljubljana, here are the key points:

*   **What it covers:** The EHIC gives you access to necessary public health services (doctors, pharmacies) in Slovenia under the same conditions and at the same cost as for Slovenian citizens.
*   **What it doesn't cover:** The EHIC does not cover services from private doctors or costs related to medical repatriation.
*   **Recommendation:** For comprehensive coverage, both the University of Ljubljana and the Faculty of Computer and Information Science (FRI) strongly advise that you also arrange for additional commercial health insurance with assistance abroad before you arrive.",0.512,0.6495,0.5726
Q202,"Will Erasmus+ cover my therapy, medication, or private medical treatment abroad?","Health coverage abroad depends on your insurance provider, destination country, and the type of treatment. Students should check directly with their insurance provider and the host country healthcare system before departure.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

No, the standard Erasmus+ grant will not directly cover your therapy, medication, or private medical treatment.

Here is a breakdown of what you need to know:

*   **The Erasmus+ Grant:** This grant is a contribution towards the general costs of living and travelling for your exchange. It is not a salary or a health insurance plan.
*   **Health Insurance is Your Responsibility:** You are responsible for having adequate health insurance for the entire duration of your stay in Slovenia. This is what will cover your medical costs.

Based on information from the University of Ljubljana, here is what you should do:

1.  **For EU/EEA, Swiss, and UK Citizens:** You must obtain the **European Health Insurance Card (EHIC)** in your home country before you leave. This card gives you access to medically necessary, state-provided healthcare in Slovenia under the same conditions and at the same cost as for Slovenian citizens. However, it **may not cover all costs**, especially for private therapy or non-urgent treatments.
2.  **For All Students (Recommended):** It is highly recommended that you purchase **additional private health insurance**. This is crucial for covering services that the public system or EHIC might not, such as private specialists, specific therapies, dental care, or medical repatriation. This private insurance would be the policy to check for coverage of your specific needs.

In summary, you must rely on your health insurance (EHIC and/or a private plan), not the Erasmus+ grant, to cover any medical expenses.

For official details, please see the University of Ljubljana's page on health insurance for international students: [https://www.uni-lj.si/study/information/health-insurance/](https://www.uni-lj.si/study/information/health-insurance/)",0.4007,0.5979,0.4799
Q203,What is the difference between Erasmus+ study mobility and Erasmus+ traineeship mobility?,"Study mobility focuses on completing courses or academic obligations at a partner university, while traineeship mobility focuses on practical work experience or internship placement abroad.","Of course, I can help with that. Here is the difference between the two main types of Erasmus+ mobility for students.

Based on the information from the University of Ljubljana, the key difference is the **purpose and location** of your mobility:

*   **Erasmus+ Study Mobility** is for studying at a partner university.
*   **Erasmus+ Traineeship Mobility** is for gaining practical work experience at a company or other organization.

Here is a more detailed breakdown:

### Erasmus+ Study Mobility

*   **Main Goal:** To complete a part of your study program at a foreign university.
*   **Host Institution:** A partner university in another country that has an agreement with the University of Ljubljana.
*   **Activities:** You attend lectures, tutorials, and exams, just like a local student.
*   **Outcome:** You earn ECTS credits for the courses you pass, which are then recognized by UL FRI as part of your degree.
*   **Key Document:** You will prepare a **Learning Agreement for Studies** before you leave, listing the courses you will take abroad.

### Erasmus+ Traineeship Mobility (Internship/Placement)

*   **Main Goal:** To gain practical work experience in your field of study.
*   **Host Institution:** A company, research institute, laboratory, NGO, or any other relevant workplace in another country. You are often responsible for finding the host organization yourself.
*   **Activities:** You work on specific tasks and projects, applying the knowledge from your studies in a professional environment.
*   **Outcome:** You gain valuable professional skills and international work experience. The traineeship can also be recognized with ECTS credits if it's part of your study program.
*   **Key Document:** You will prepare a **Learning Agreement for Traineeships**, which outlines your work plan, tasks, and learning objectives.

Here is a summary table:

| Feature | Erasmus+ Study Mobility | Erasmus+ Traineeship Mobility |
| :--- | :--- | :--- |
| **Purpose** | Academic study | Professional work experience |
| **Host** | Partner University | Company, research institute, etc. |
| **Activities** | Attending courses and exams | Working on practical tasks/projects |
| **Main Outcome** | ECTS credits for your degree | Practical skills and work experience |

For more detailed information, you can check the official pages:
*   **UL FRI International Office:** [FRI Erasmus+ Page](https://www.fri.uni-lj.si/en/international/erasmus)
*   **University of Ljubljana:** [UL International Exchange Page](https://www.uni-lj.si/international_cooperation_and_exchange/exchange_programmes/)",0.3856,0.6223,0.4762
