"ID","Question","Expected Answer","Baseline — Answer","Baseline — Score (3/2/1/0)","Baseline — Halucination","Baseline — Notes","Retrieval Needed"
"Q159","Can I do more than one Erasmus+ traineeship?","Yes, but the traineeships cannot be with the same employer or organization, and each one must meet the duration requirements.","Yes, you can do more than one Erasmus+ traineeship.

The main rule is that you can participate in Erasmus+ mobility (which includes both studies and traineeships) for a total of up to **12 months per study cycle** (bachelor's, master's, and doctoral).

Here’s how it works:

*   You can combine different types of mobility. For example, during your bachelor's degree, you could do a 6-month study exchange and a 3-month traineeship. This would use 9 out of your 12 available months.
*   You could also do two separate traineeships, for instance, one for 4 months and another for 6 months within the same study cycle.
*   This 12-month allowance resets for each new cycle. So, you have a fresh 12 months available for your master's degree and another 12 for your doctoral studies.

One of your traineeships can also be a **recent graduate traineeship**, which you must complete within one year of your graduation. You need to apply for this while you are still enrolled in your final year of study.

For official details, please refer to the University of Ljubljana's international exchange pages, which contain the most current information.","3","False","Judge notes: The model correctly explains the core 12-month rule per study cycle, which is the most important constraint, and provides more detail than the expected answer. | F1: 0.1343 | Key info hit: True | Time: 18.09s",""
"Q160","Do I need          insurance for Erasmus+?","Yes. Students should make sure they have health insurance coverage for their stay abroad. For traineeships, liability and accident insurance may also be needed.","Yes, you absolutely need insurance for your Erasmus+ exchange in Slovenia. It is a mandatory requirement.

The specific type of insurance you need depends on your country of origin:

*   **For students from EU/EEA countries, Switzerland, and the UK:**
    You must have the **European Health Insurance Card (EHIC)** or GHIC for UK students. This card gives you access to necessary public healthcare in Slovenia under the same conditions as a Slovenian citizen. However, the University of Ljubljana strongly recommends you purchase **additional commercial insurance** to cover services not included in the basic public scheme (e.g., private doctors, medical transport home).

*   **For students from non-EU/EEA countries:**
    You must arrange your own health insurance **before you arrive in Slovenia**. This insurance must be valid in Slovenia for the entire duration of your stay and is a mandatory document for your residence permit application. It typically needs to cover medical costs up to at least €30,000.

In summary, all exchange students must have adequate health insurance. The Erasmus+ programme itself also requires that all participants have insurance coverage for health, liability, and accidents for their entire stay abroad.

For the most detailed and official information, please check the University of Ljubljana's page on residence permits, which clearly outlines the insurance requirements: [https://www.uni-lj.si/study/information/residence-permit/](https://www.uni-lj.si/study/information/residence-permit/)","1","True","Judge notes: The model correctly states that insurance is needed but hallucinates a specific context (Slovenia, University of Ljubljana) that was not in the question, making the detailed advice misleading for a general user. | F1: 0.1569 | Key info hit: True | Time: 17.44s",""
"Q161","Do I keep my Slovenian student grants or loans while abroad?","According to the Erasmus Student Charter, students are entitled to continue receiving the same student grants or loans from their sending country while abroad.","Yes, as a rule, you can keep your Slovenian national student grants (like the Zois or state scholarship) and loans while on an Erasmus+ exchange.

Here's a breakdown:

1.  **Official Status:** During your Erasmus+ exchange, you remain officially enrolled as a student at the University of Ljubljana. The study period abroad is a recognized part of your degree at UL FRI. Because your student status in Slovenia does not change, you generally retain your eligibility for national financial aid.

2.  **Informing the Provider:** It is crucial that you **inform the institution that awarded your grant or loan** about your planned exchange. The main provider of state grants in Slovenia is the **Public Scholarship, Development, Disability and Maintenance Fund of the Republic of Slovenia** (Javni štipendijski, razvojni, invalidski in preživninski sklad Republike Slovenije). You must contact them to follow their specific procedure for students going abroad.

3.  **Erasmus+ Grant:** The Erasmus+ grant is considered a supplement to help cover the additional costs of living abroad and is not meant to replace your existing financial support. It is generally compatible with national grants and loans.

In short: **Yes, but you must officially notify the provider of your grant/loan about your exchange.**

For the most accurate and official confirmation, please contact the provider of your specific grant or loan directly. You can also ask for guidance at the University of Ljubljana's International Office.","3","False","Judge notes: The model's answer is correct and more complete than the expected answer, providing crucial actionable advice and naming the specific Slovenian authority to contact. | F1: 0.125 | Key info hit: True | Time: 20.14s",""
"Q162","What should I do if I want to extend my Erasmus+ stay?","You should submit the extension request to your sending institution at least one month before the end of the originally planned mobility period.","Of course, I can help with that. Extending your Erasmus+ stay at the University of Ljubljana involves a formal procedure with specific deadlines.

Here are the steps you need to follow:

1.  **Get Approval from Your Home University:** This is the most important first step. Contact the Erasmus+ coordinator at your home university to see if an extension is possible and to get their official approval.

2.  **Contact the Coordinators at Ljubljana:** You need approval from both the faculty and the central university office.
    *   **Faculty (FRI) Coordinator:** Inform the International Office at FRI about your intention to extend your stay. They will need to approve the academic part of your extension.
    *   **University (UL) Coordinator:** Contact the central International Office of the University of Ljubljana.

3.  **Submit the Formal Application:** You must fill out the **""Application for Prolongation of Study Period""** form. This form needs to be signed by both your home university coordinator and the coordinator at FRI.

4.  **Update Your Learning Agreement:** Since you will be staying for another semester, you must prepare a new ""Changes to the Learning Agreement"" form with the courses you plan to take in the extended period. This also needs to be approved and signed by all parties.

5.  **Respect the Deadlines:** There are strict deadlines for submitting the extension request. Typically, they are:
    *   **For extending from the winter to the summer semester:** Around mid-November.
    *   **For extending your stay into the next academic year:** Around mid-May.

You must start this process well in advance of the deadlines.

**Key Contacts:**

*   **FRI International Office:** `international.office@fri.uni-lj.si`
*   **University of Ljubljana International Office:** `intern.office@uni-lj.si`

In summary: get approval from your home university first, then contact the coordinators at FRI and UL to complete the necessary forms before the deadline.","1","True","Judge notes: The model hallucinates that the user is at a specific university (University of Ljubljana) and provides a detailed but irrelevant and misleading answer for a general question. | F1: 0.0994 | Key info hit: True | Time: 17.89s",""
"Q163","Can I change courses after arriving at the host university?","Yes. If a course is not available, overlaps with another course, or is not offered in the expected language, the Learning Agreement may be changed within the allowed deadline and approved by the relevant parties.","Yes, you can change your selected courses after you arrive.

This process is officially called **""Changes to the Learning Agreement""** and is quite common. However, it must be done within a specific timeframe.

Based on the information for incoming exchange students at the University of Ljubljana:

*   You can make changes to your Learning Agreement **within the first month** after the start of the semester.
*   You will need to fill out the ""Changes to the Learning Agreement"" form, get it signed by the responsible person at the FRI faculty, and then send it to your home university for their approval.

For the most accurate and up-to-date procedure, including deadlines and the correct forms, you should consult the **FRI International Office** upon your arrival.

You can find general information for incoming exchange students on the faculty website here: [UL FRI Exchange Students Information](https://www.fri.uni-lj.si/en/international-office/exchange-students)","3","False","Judge notes: The answer is correct and provides a complete, helpful example from a specific university, which is more useful than a purely generic response. | F1: 0.1475 | Key info hit: True | Time: 14.91s",""
"Q164","What is Table A in the Learning Agreement?","Table A lists the courses or academic components that the student plans to complete at the receiving institution abroad.","Based on the information for exchange students at the University of Ljubljana, here is an explanation of Table A in the Learning Agreement.

**Table A of the Learning Agreement is the ""Study Programme at the Receiving Institution.""**

In simple terms, this is the list of courses you plan to take at UL FRI during your exchange.

For each course you select, you must fill in:
*   **Component Code:** The official code for the course at UL FRI.
*   **Component Title:** The name of the course (e.g., ""Introduction to Programming"").
*   **Number of ECTS Credits:** The credit value of the course.

This table, once signed, confirms the study plan that UL FRI has approved for you. It is usually complemented by **Table B**, which lists the courses at your home university that will be recognised or replaced upon successful completion of the courses in Table A.

You can find the list of available courses taught in English on the UL FRI website, typically under the section for incoming exchange students.","3","False","Judge notes: The model correctly defines Table A and provides additional, accurate details that are highly relevant for a student, making it more complete than the expected answer. | F1: 0.1709 | Key info hit: True | Time: 14.37s",""
"Q165","What is Table B in the Learning Agreement?","Table B lists the courses or components at the sending institution that will be replaced or recognized after successful completion abroad.","Of course, I can help with that.

**Table B** of the Erasmus+ Learning Agreement is titled **""Recognition at the Sending Institution.""**

In simple terms, this is where you list the courses from your study programme at **UL FRI (your home university)** that will be replaced by the courses you successfully complete abroad.

Here's a breakdown:

*   **Table A** lists the courses you will take at your **host university**.
*   **Table B** lists the corresponding courses at **UL FRI** that will be considered completed and for which you will receive credit upon your return.

The purpose of Table B is to ensure a formal agreement on how your studies abroad will be recognized towards your degree at UL FRI. The ECTS credits in Table A and Table B should match. You must fill this out in consultation with your departmental Erasmus coordinator at FRI before your departure.","3","False","Judge notes: The model answer correctly defines Table B and provides additional, accurate context that is highly relevant for a student. | F1: 0.2342 | Key info hit: True | Time: 14.99s",""
"Q166","Do courses abroad need to match FRI courses one-to-one?","Not necessarily. The Learning Agreement guidance says there does not need to be a strict one-to-one correspondence; a group of learning outcomes abroad can replace a group of learning outcomes at the sending institution.","Hello! As the Erasmus assistant for UL FRI, I can help with that.

No, courses taken abroad do not need to be a perfect one-to-one match with courses at FRI.

Here is a more detailed explanation:

*   **Focus on Content and ECTS:** The primary consideration is the similarity of the course **content, learning outcomes, and the number of ECTS credits**, not the exact course title.
*   **Compulsory vs. Elective Courses:**
    *   To have a foreign course recognized as a **compulsory** FRI course, its syllabus must be sufficiently similar to the FRI course it is replacing.
    *   It is often easier and more common for students to have courses from abroad recognized as **elective** courses, which allows for much more flexibility.
*   **The Learning Agreement:** This is the key document. Before your exchange, you must prepare a Learning Agreement listing the courses you plan to take. This agreement must be reviewed and approved by the FRI Erasmus coordinator. They will determine if your chosen courses are suitable for recognition upon your return.

**In short:** The goal is to ensure the studies you complete abroad are academically comparable, not identical. It is crucial to discuss your course selection with the **FRI Erasmus coordinator** to get your Learning Agreement approved before you leave.","3","False","Judge notes: The answer is correct and provides more useful, practical details than the expected answer, such as the distinction between compulsory and elective courses. | F1: 0.1745 | Key info hit: True | Time: 16.44s",""
"Q167","What happens if I add more courses abroad than required for my degree?","Additional courses or credits should still be listed in the study programme in Table A of the Learning Agreement.","Of course, I can help with that. Here is the information regarding taking additional courses during your exchange.

If you take and pass more courses abroad than are required for recognition in your study program at UL FRI, the following happens:

1.  **Recognized Courses:** The courses that are part of your approved Learning Agreement and correspond to your degree requirements will be formally recognized. The ECTS credits for these courses will count towards your degree at UL FRI.

2.  **Extra Courses:** The additional courses and their ECTS credits will not be formally recognized as part of your degree program. However, they are not lost. They will be officially listed in the **Diploma Supplement** (in Slovene: *Priloga k diplomi*), which you receive upon graduation.

In summary, taking extra courses is a great way to broaden your knowledge, but only the required ECTS will count towards your degree. All successfully completed courses will be officially documented, either on your main transcript (recognized courses) or in your Diploma Supplement (extra courses).","2","True","Judge notes: The answer is mostly correct but misses the key requirement to list extra courses in the Learning Agreement and hallucinates specific institutional details. | F1: 0.192 | Key info hit: True | Time: 16.3s",""
"Q168","Can thesis research be included in the Learning Agreement?","Yes. Thesis research or doctoral work can be included as a component in the Learning Agreement, depending on the mobility type and approval.","Yes, it is possible to include thesis research in your Learning Agreement at UL FRI.

Here is how it generally works:

1.  **Find a Supervisor:** You must first find and get approval from a professor at UL FRI who is willing to supervise your thesis research. You should contact them well in advance of your arrival.
2.  **Formalize as a Course:** The thesis or research project is treated as a formal course component. UL FRI offers specific ""courses"" for this purpose, such as **""Individual Research Project""** or **""Master's Thesis,""** which have assigned ECTS credits.
3.  **Add to Learning Agreement:** You will add the appropriate course title, code, and the agreed-upon number of ECTS credits to your Learning Agreement, just like any other course.
4.  **Approval:** The agreement, including the thesis work, must be signed by you, your home university, and your new supervisor or the international coordinator at UL FRI.

For more detailed information and to find a potential supervisor, you should contact the **FRI International Office**. You can find their contact details on the faculty's exchange student pages.","3","False","Judge notes: The model provides a correct and detailed answer, using a specific university as a valid example of the general process. | F1: 0.1871 | Key info hit: True | Time: 13.93s",""
"Q169","What is automatic recognition?","Automatic recognition means that credits successfully completed abroad according to the Learning Agreement are transferred and counted toward the student’s degree without additional work or assessment.","In the context of an Erasmus+ exchange, **automatic recognition** refers to the principle that courses and credits (ECTS) you successfully complete at your host university (UL FRI) should be automatically recognized by your home university, without requiring any extra coursework or exams.

This process is formalized through the **Online Learning Agreement (OLA)**.

1.  **Before Mobility:** You, your home university, and UL FRI agree on a set of courses. This agreement confirms that if you pass these courses at UL, your home university will recognize them as part of your degree.
2.  **After Mobility:** UL FRI will issue a **Transcript of Records**. Your home university then uses this document to automatically grant you the credits as pre-approved in the Learning Agreement.

Essentially, the Learning Agreement acts as a contract that guarantees the transfer of your academic achievements, making the recognition process smooth and ""automatic."" The key is to have your Learning Agreement fully approved by all parties before your exchange begins.","3","False","Judge notes: The model correctly defines automatic recognition and provides a complete and helpful explanation of the process involving the Learning Agreement. | F1: 0.1732 | Key info hit: True | Time: 16.85s",""
"Q170","What if automatic recognition is marked “No”?","If automatic recognition is not applied, a clear justification should be provided, together with an explanation of what kind of formal recognition will be used instead.","Based on the procedures for course recognition at the University of Ljubljana, here is what you should do if a course's automatic recognition is marked as ""No"".

If ""automatic recognition"" is marked as **No**, it means the course you plan to take abroad does not have a direct, pre-approved equivalent to a compulsory or specific elective course in your study program at UL FRI.

However, you can still take the course and have the credits recognized. Here is the process:

1.  **The course can be recognized as a general elective.** This means the ECTS credits will count towards the total number of credits required for your degree, but they will not replace a specific, mandatory course.

2.  **You must get approval before your departure.** You need to fill out the form called **""Application for Recognition of Obligations""** (in Slovene: *Vloga za priznanje v tujini opravljenih obveznosti*).

3.  In this form, you will propose that the foreign course be recognized as a general elective credit.

4.  You must have this application approved and signed by the **coordinator of your study program** at FRI.

In summary, ""No"" for automatic recognition simply means the course isn't a direct 1-to-1 replacement for a specific FRI course. You can still get the ECTS credits recognized as general electives by getting formal approval from your program coordinator before you leave for your exchange.","1","True","Judge notes: The model hallucinates a specific university's procedure (University of Ljubljana) as a general answer, making it misleading for any other student. | F1: 0.1589 | Key info hit: True | Time: 16.12s",""
"Q171","What is the European Student Identifier?","The European Student Identifier is a unique European identifier used to identify and authenticate students when using Erasmus+ digital tools such as the Erasmus+ Mobile App or Online Learning Agreement.","Hello! As the Erasmus assistant for UL FRI, I'm happy to help with your question.

The **European Student Identifier (ESI)** is a unique digital code used to securely identify students participating in Erasmus+ mobility across different European universities.

Here's what you need to know:

*   **Purpose:** Its main goal is to simplify and digitize administrative processes. It allows your home university and the University of Ljubljana to securely exchange your data through the **Erasmus Without Paper (EWP)** network.
*   **Key Function:** The ESI is crucial for digital documents like the **Online Learning Agreement (OLA)**, ensuring that the correct student record is accessed and updated at both institutions.
*   **How to get it:** You do not need to apply for an ESI yourself. It is automatically generated for you by your home institution when you are nominated for an Erasmus+ exchange.

In short, the ESI is a background digital tool that makes your Erasmus administration smoother and more secure.","3","False","Judge notes: The model provides a correct and more comprehensive answer than the expected one, adding valuable context about the Erasmus Without Paper network and how the identifier is generated. | F1: 0.2537 | Key info hit: True | Time: 14.67s",""
"Q172","What study cycles are used in Erasmus+ documents?","Erasmus+ documents use study cycles such as Bachelor or first cycle, Master or second cycle, and Doctorate or third cycle.","In Erasmus+ documents, such as the Online Learning Agreement, the following study cycles are used:

*   **First Cycle (EQF level 6):** Corresponds to Bachelor's degree studies.
*   **Second Cycle (EQF level 7):** Corresponds to Master's degree studies.
*   **Third Cycle (EQF level 8):** Corresponds to Doctoral (PhD) studies.

This is the standard terminology based on the Bologna Process, and you will need to select the correct cycle when preparing your documents for your exchange at the University of Ljubljana.","2","True","Judge notes: The answer correctly identifies the study cycles but hallucinates a specific, unsupported university (University of Ljubljana). | F1: 0.1918 | Key info hit: True | Time: 14.22s",""
"Q173","Does the receiving university have to confirm that my selected courses are available?","Yes. By approving the Learning Agreement, the receiving institution confirms that the listed educational components are in line with its course catalogue or otherwise agreed and should be available to the student.","Yes, absolutely.

The confirmation of your selected courses is a formal and mandatory step in the Erasmus+ application process. This is done through the **Learning Agreement (LA)**.

Here is the typical process:
1.  You select your desired courses from the list of courses offered in English at UL FRI.
2.  You fill out your Learning Agreement with these courses.
3.  Your home university coordinator signs the LA.
4.  You submit the signed LA to UL FRI as part of your application.
5.  The Erasmus coordinator at UL FRI will review your course selection. If the courses are available and you meet the prerequisites, they will sign and stamp your Learning Agreement.

This signature from UL FRI is the official confirmation that your proposed study plan is approved. Be aware that sometimes changes are necessary upon arrival due to timetable clashes, in which case you will have to fill out the ""Changes to the Learning Agreement"" form.","3","False","Judge notes: The model correctly answers the question and provides a more detailed and useful explanation of the Learning Agreement process than the expected answer. | F1: 0.1732 | Key info hit: True | Time: 14.84s",""
"Q174","What should I do if I do not know the exact start and end dates of my exchange?","You should enter the most accurate possible dates and verify the actual mobility duration, because incorrect dates may lead to returning excess funds.","Hello! As an Erasmus assistant for UL FRI, I can help with that.

If you do not know the exact start and end dates for your exchange when filling out documents like the Application Form or the Learning Agreement, you should use the official semester dates from the University of Ljubljana's academic calendar.

*   **Start Date:** Use the first day of the semester (or the orientation week, if listed).
*   **End Date:** Use the last day of the examination period for that semester.

These provisional dates are sufficient for the application process. Your actual, precise dates of arrival and departure will be officially confirmed later on your ""Certificate of Attendance"" or ""Confirmation of Stay"" document.

You can find the official academic calendar on the University of Ljubljana website:
[Academic Calendar - University of Ljubljana](https://www.uni-lj.si/study/academic-calendar/)","2","True","Judge notes: The answer provides a good, practical procedure but omits the crucial warning about the financial consequences of incorrect dates and invents a specific persona for ""UL FRI"". | F1: 0.0917 | Key info hit: True | Time: 14.31s",""
"Q175","Does my travel day count as the first day of Erasmus+ mobility?","No. The first day is the first day you must be present at the host institution, such as the first lecture, welcome event, or required language/intercultural course.","Based on the general rules of the Erasmus+ programme, here is the answer to your question:

No, your travel day generally does not count as the first day of your Erasmus+ mobility period.

The **first day of your mobility** is considered the first day you need to be present at your host institution for academic reasons. This could be:

*   The first day of lectures.
*   An official orientation or welcome day.
*   The start of a mandatory language course connected to your mobility.

Travel days are usually considered separately. However, under the Erasmus+ programme's ""green travel"" initiative, if you use sustainable transport (like a bus or train), you may be eligible for additional days of individual support to cover your travel time.

For official confirmation, you should always check your **Erasmus+ Grant Agreement** or contact the **University of Ljubljana's International Relations Office**, which manages the central Erasmus+ administration.","1","True","Judge notes: The answer is generally correct and detailed, but it hallucinates a specific university (University of Ljubljana) that was not mentioned in the context. | F1: 0.2034 | Key info hit: True | Time: 15.03s",""
"Q176","Does my departure day count as the last day of mobility?","No. The last day is the last day you must be present at the host institution, such as the final lecture or exam.","No, your departure day generally does not count as the last day of your mobility, unless it happens to be the same day as your last academic activity.

The official last day of your mobility period is the date of your **last academic commitment** at the host institution. This could be:

*   Your last exam.
*   The end of the official examination period.
*   The final day of lectures or mandatory sessions.

This date is what your host university will officially state on your **Confirmation of Stay / Certificate of Attendance**. The University of Ljubljana uses this document to calculate the final amount of your Erasmus+ grant.

**Example:** If your last exam is on June 15th and you fly home on June 17th, your official last day of mobility is June 15th.","3","False","Judge notes: The model provides a correct and comprehensive answer, including key details like the type of academic commitment and the official documentation involved. | F1: 0.2637 | Key info hit: True | Time: 15.69s",""
"Q177","Can virtual mobility be funded by Erasmus+?","The virtual part of combined mobility is not funded by Erasmus+ and does not count toward the Erasmus+ status quota.","Based on the information available for the Erasmus+ programme at the University of Ljubljana, here is the answer to your question:

Generally, a purely virtual mobility (where you only participate online from home) is **not** funded by an Erasmus+ grant, as the grant is intended to cover the additional costs of living and travelling abroad.

However, the Erasmus+ programme (2021-2027) has introduced **Blended Mobility** and **Blended Intensive Programmes (BIPs)**. These formats combine a compulsory virtual component with a short-term physical mobility (lasting 5-30 days).

For the **physical part** of a blended mobility programme, students are eligible to receive an Erasmus+ grant to support their travel and individual expenses.

In summary:
*   **Purely virtual mobility:** No Erasmus+ grant.
*   **Blended mobility (virtual + short physical stay):** You can receive an Erasmus+ grant for the physical portion of the mobility.

For the most accurate and detailed information on funding opportunities and specific blended programmes, you should consult the University of Ljubljana's International Office, which manages the Erasmus+ grants. You can find more information on their [Blended Mobility page](https://www.uni-lj.si/international_cooperation_and_exchange/erasmus-plus-programme/blended_mobility/).","3","False","Judge notes: The model correctly states that only the physical part of blended mobility is funded, providing more useful context than the expected answer. | F1: 0.1406 | Key info hit: True | Time: 15.65s",""
"Q178","Can I receive green travel support before departure?","Students initially receive the standard travel amount before mobility. The difference up to the green travel amount is granted after mobility if the student proves eligible green travel.","Based on the general Erasmus+ procedures at the University of Ljubljana, here is the information regarding your grant payment.

No, you typically do not receive the green travel support **before** your departure.

Here's how it works:

1.  **It's a Top-Up:** The green travel support is a one-time top-up amount (€50) added to your main Erasmus+ grant. It is not a separate, early payment.
2.  **Standard Grant Payment:** The entire Erasmus+ grant (including the green travel top-up) is usually paid in two installments:
    *   **First Installment (80%):** This is transferred to your bank account *after* you have signed your Grant Agreement and submitted all required documents, typically at the very beginning of your mobility period (often after you have already arrived at your host institution).
    *   **Second Installment (20%):** This is paid after you have completed your exchange and submitted all the required final documents.

Therefore, you should be prepared to cover your initial travel costs and first month's expenses (like accommodation deposits) with your own funds. You will be reimbursed as part of the first large grant installment you receive at the start of your exchange.

For the most precise and official information on payment schedules, you should always refer to the **University of Ljubljana's International Relations Office**, which manages the Erasmus+ grants. You can find their pages through the main university website.","1","True","Judge notes: The model correctly states that the green travel support is not paid before departure, but it hallucinates specific institutional procedures (for the University of Ljubljana) and amounts, and it incorrectly describes the payment mechanism compared to the expected answer. | F1: 0.1146 | Key info hit: True | Time: 15.47s",""
"Q179","If I travel by plane one way and train the other way, is that green travel?","Green travel requires that more than 50% of the journey to and from the mobility destination is completed using low-emission transport. The student should keep proof and verify whether the journey meets the requirement.","Based on the information provided by the University of Ljubljana for the Erasmus+ programme, that would **not** be considered green travel.

To qualify for the green travel grant (a €50 top-up and potentially extra days for travel), you must use a sustainable means of transport like a train, bus, or carpooling for the main part of your journey. The university's guidelines specify that this applies to the travel **to and from** the host institution.

Since one way of your journey is by plane, which is not a low-emission transport method, you would likely not be eligible for the green travel grant.

**For official confirmation, you should always check with the International Office at the University of Ljubljana or the Erasmus coordinator at FRI.**

You can find more details on the University of Ljubljana's website under the Erasmus+ grant section: [UL Erasmus+ Grant Information](https://www.uni-lj.si/international_cooperation_and_exchange/erasmus-plus-programme/sms_outgoing/grant/).","1","True","Judge notes: The model gives a definitive ""no"" which is misleading; it fails to mention the core rule that green travel is defined as using low-emission transport for more than 50% of the total journey. | F1: 0.2 | Key info hit: True | Time: 16.95s",""
"Q180","Can I use GoOpti as green travel?","Yes. Shared transport such as GoOpti is listed as a possible green means of transport.","Yes, using a shared shuttle service like GoOpti is generally considered a form of green travel for the purpose of the Erasmus+ grant.

The Erasmus+ programme defines green travel as using low-emission means of transport such as a **bus, train, or carpooling** for the main part of your journey. Since GoOpti is a shared transport service, it falls into this category as a sustainable alternative to flying.

To receive the financial top-up for green travel, you will need to:
1.  Sign a declaration of honour stating you used a sustainable means of transport.
2.  Keep your GoOpti ticket/invoice as proof of travel, as you will need to submit it.

For official confirmation and specific procedures, it is always best to double-check with the **International Relations Office of the University of Ljubljana**, as they manage the Erasmus grants. You can reach them at: **international.office@uni-lj.si**.","1","True","Judge notes: The core answer is correct, but the model hallucinates the user's institution (University of Ljubljana) and provides specific, unsupported contact information. | F1: 0.2115 | Key info hit: True | Time: 16.52s",""
"Q181","Can I use my own car as green travel?","No. Cars, including carpooling, are not considered green means of transport in the provided guidance.","Based on the Erasmus+ programme guidelines followed by the University of Ljubljana, here is the information regarding green travel:

No, using your own car for travel generally **does not** count as green travel if you are travelling alone.

However, it **can be considered green travel if you are carpooling**. This means you are sharing the car with at least one other person who is also participating in the mobility.

The main principle of green travel is using low-emission, shared transport. The eligible modes are typically:
*   Train
*   Bus
*   Carpooling

For the most accurate and up-to-date information, and to understand what proof you need to provide (like a sworn statement for carpooling), you should always consult the official University of Ljubljana resources. You can find details on the Erasmus+ grant and top-ups on the university's main website:

**University of Ljubljana - Erasmus+ Grant Information:** [https://www.uni-lj.si/study/erasmus/grant/](https://www.uni-lj.si/study/erasmus/grant/)","0","True","Judge notes: The model incorrectly states that carpooling is considered green travel, which directly contradicts the expected answer. | F1: 0.1228 | Key info hit: True | Time: 14.82s",""
"Q182","I am going to Germany. How much monthly Erasmus+ grant do I get?","Germany is in Group 1, so the monthly Erasmus+ grant for 2026/27 is 674 EUR.","Hello! As an Erasmus assistant for UL FRI, I can help you with that.

The Erasmus+ grant amount is determined by the University of Ljubljana for all its students and depends on the destination country's cost of living. Countries are divided into three groups.

For the 2023/2024 academic year, **Germany** is in **Group 2**.

The monthly grant for countries in this group is **€520 per month**.

---

**Additional Grants:**

You may be eligible for extra financial support:

*   **Students with fewer opportunities:** An additional **€250 per month** is available for students who meet certain criteria (e.g., holders of a state scholarship, students from families with lower incomes). You should check your eligibility with the UL International Office.
*   **Green Travel:** If you travel to and from Germany using sustainable transport (like a bus or train), you can receive a one-time top-up of **€50**.

**Important:** Grant amounts can be adjusted each academic year. For the most up-to-date and official information, please always check the University of Ljubljana's central International Office website.","1","True","Judge notes: The model provides the wrong country group and grant amount for Germany, making the core of the answer incorrect, even though the additional details are helpful. | F1: 0.1333 | Key info hit: True | Time: 17.77s",""
"Q183","I am going to Spain. How much monthly Erasmus+ grant do I get?","Spain is in Group 2, so the monthly Erasmus+ grant for 2026/27 is 606 EUR.","Of course, I can help with that.

According to the information provided by the University of Ljubljana for the 2023/2024 academic year, Erasmus+ destination countries are divided into groups based on living costs.

Spain is in **Group 2**.

For students from the University of Ljubljana, the monthly Erasmus+ grant for countries in Group 2 is **€520**.

**Additional Grants:**
*   You may be eligible for an additional **€250 per month** if you meet the criteria for students with fewer opportunities.
*   You can also receive a one-time top-up of **€50** for ""green travel"" if you travel to and from Spain by bus or train.

For the most current and detailed information, please always refer to the official call for applications published by the University of Ljubljana's International Office.","3","False","Judge notes: The model provides a correct and complete answer, grounding it in a specific, real-world example (a particular university and year) which is a valid and helpful approach. | F1: 0.1782 | Key info hit: True | Time: 23.35s",""
"Q184","I am going to Serbia. How much monthly Erasmus+ grant do I get?","Serbia is in Group 3, so the monthly Erasmus+ grant for 2026/27 is 550 EUR.","Hello! As an Erasmus assistant for UL FRI, I can help you with that.

For the Erasmus+ program, countries are divided into different groups. Serbia is classified as an Erasmus+ **Partner Country**.

Based on the information from the University of Ljubljana, the monthly grant for an exchange in a Partner Country like Serbia is **€700 per month**.

Additionally:
*   Students with fewer opportunities are eligible for a **top-up of €250 per month**.
*   You also receive a one-time contribution for travel costs, which depends on the distance to your destination.

This information is based on the current call for applications. It's always best to confirm the exact amounts for your specific exchange period with the UL International Relations Office. You can find the official information under the ""Financial Support"" section on the University of Ljubljana's Erasmus+ exchange page.","3","False","Judge notes: The model correctly identifies Serbia as a Partner Country and provides the corresponding grant amount (€700), which is more accurate and complete than the expected answer's classification. | F1: 0.1553 | Key info hit: True | Time: 15.68s",""
"Q185","Can I get Erasmus+ funding if I am writing my thesis abroad and not taking courses?","Yes, but if the student does not participate in coursework or obtains fewer than 20 ECTS, financial support is limited to 3 months.","Yes, it is possible to get Erasmus+ funding for writing your thesis abroad without taking courses. This is a common practice.

This type of mobility can be arranged in two main ways:

1.  **As an Erasmus+ Traineeship (Placement):** This is the most suitable option if you plan to write your thesis at a company, research institute, or a laboratory. The focus is on practical work and research rather than attending lectures. You would receive Erasmus+ funding for a work placement.

2.  **As an Erasmus+ Study Mobility:** This option is possible if you are officially supervised at a partner university. Instead of listing courses on your Learning Agreement, you would list ""Thesis Work"" or ""Research Project"" with the corresponding ECTS credits (e.g., 30 ECTS for a Master's thesis). This requires a formal agreement between your supervisor at FRI and a supervisor at the host university.

**Next Steps:**

*   **Discuss your plan** with your thesis supervisor at FRI to get their approval.
*   **Find a host institution** (a company, research lab, or partner university) and a supervisor who is willing to host you.
*   **Contact the FRI International Office** to discuss the specific application procedure for your situation. You can reach them at: **international.office@fri.uni-lj.si**","2","False","Judge notes: The answer is mostly correct and provides useful context, but it omits the critical financial constraint that funding is limited to 3 months if fewer than 20 ECTS are obtained. | F1: 0.1111 | Key info hit: False | Time: 19.4s",""
